STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA,PRCP,DR,SPD,MAX,MIN,MEA,SNF,SND,FT,FB,FTI,ITH,PGT,TSHDSBRSGF,SD3,RHX,RHN,RVG,WTE
10001,1943-1-1,0,,31.11111111,21.11111111,26.11111111,0.0,,43,1,1,0,,,88.0,70.0,79.0,0.0,,,,,,,,,,,,
10001,1943-1-2,12.192,,30.55555556,23.33333333,26.66666667,0.0,,43,1,2,0.48,,,87.0,74.0,80.0,0.0,,,,,,,,,,,,
10001,1943-1-3,0,,29.44444444,21.11111111,25.55555556,0.0,,43,1,3,0,,,85.0,70.0,78.0,0.0,,,,,,,,,,,,
10001,1943-1-4,0,,30.0,21.11111111,25.55555556,0.0,,43,1,4,0,,,86.0,70.0,78.0,0.0,,,,,,,,,,,,
10001,1943-1-5,0,,30.55555556,20.0,25.55555556,0.0,,43,1,5,0,,,87.0,68.0,78.0,0.0,,,,,,,,,,,,
10001,1943-1-6,0,,31.66666667,21.11111111,26.66666667,0.0,,43,1,6,0,,,89.0,70.0,80.0,0.0,,,,,,,,,,,,
10001,1943-1-7,0,,32.22222222,20.55555556,26.66666667,0.0,,43,1,7,0,,,90.0,69.0,80.0,0.0,,,,,,,,,,,,
10001,1943-1-8,0,,31.66666667,22.22222222,26.66666667,0.0,,43,1,8,0,,,89.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1943-1-9,0,,30.55555556,23.33333333,26.66666667,0.0,,43,1,9,0,,,87.0,74.0,80.0,0.0,,,,,,,,,,,,
10001,1943-1-10,0,,33.33333333,21.66666667,27.77777778,0.0,,43,1,10,0,,,92.0,71.0,82.0,0.0,,,,,,,,,,,,
10001,1943-1-11,0,,30.55555556,21.66666667,26.11111111,0.0,,43,1,11,0,,,87.0,71.0,79.0,0.0,,,,,,,,,,,,
10001,1943-1-12,0,,31.11111111,19.44444444,25.55555556,0.0,,43,1,12,0,,,88.0,67.0,78.0,0.0,,,,,,,,,,,,
10001,1943-1-13,0,,31.66666667,21.66666667,26.66666667,0.0,,43,1,13,0,,,89.0,71.0,80.0,0.0,,,,,,,,,,,,
10001,1943-1-14,0,,32.77777778,22.22222222,27.77777778,0.0,,43,1,14,0,,,91.0,72.0,82.0,0.0,,,,,,,,,,,,
10001,1943-1-15,0,,31.11111111,23.33333333,27.22222222,0.0,,43,1,15,0,,,88.0,74.0,81.0,0.0,,,,,,,,,,,,
10001,1943-1-16,0,,31.66666667,23.33333333,27.77777778,0.0,,43,1,16,0,,,89.0,74.0,82.0,0.0,,,,,,,,,,,,
10001,1943-1-17,0,,31.11111111,22.22222222,26.66666667,0.0,,43,1,17,0,,,88.0,72.0,80.0,0.0,,,,,,,,,,,,
